381600.000, 2044, 1, 9, 6, 7, 5, 4840709.242, -313597.520, 4128592.864, 0.760, 1.142, 1.490, 1.836, 2.196, 2.579, 2.992
381601.000, 2044, 1, 9, 6, 7, 5, 4840709.127, -313597.424, 4128592.778, 0.780, 1.173, 1.530, 1.886, 2.255, 2.648, 3.072
381602.000, 2044, 1, 9, 6, 7, 5, 4840709.299, -313597.400, 4128592.755, 0.819, 1.231, 1.606, 1.979, 2.367, 2.779, 3.224
381603.000, 2044, 1, 9, 6, 7, 5, 4840709.339, -313597.373, 4128592.733, 0.865, 1.300, 1.696, 2.090, 2.499, 2.935, 3.404
381604.000, 2044, 1, 9, 6, 7, 5, 4840709.308, -313597.384, 4128592.526, 0.921, 1.385, 1.807, 2.227, 2.663, 3.127, 3.627
381605.000, 2044, 1, 9, 6, 7, 5, 4840709.313, -313597.360, 4128592.459, 0.948, 1.425, 1.859, 2.291, 2.740, 3.218, 3.733
381606.000, 2044, 1, 9, 6, 7, 5, 4840709.235, -313597.490, 4128592.343, 0.900, 1.352, 1.764, 2.174, 2.600, 3.053, 3.542
381607.000, 2044, 1, 9, 6, 7, 5, 4840709.204, -313597.531, 4128592.260, 0.878, 1.319, 1.721, 2.121, 2.537, 2.979, 3.456
381608.000, 2044, 1, 9, 6, 7, 5, 4840709.274, -313597.597, 4128592.279, 0.859, 1.292, 1.685, 2.076, 2.483, 2.916, 3.382
381609.000, 2044, 1, 9, 6, 7, 5, 4840709.163, -313597.565, 4128592.144, 0.907, 1.363, 1.778, 2.191, 2.620, 3.077, 3.569
381610.000, 2044, 1, 9, 6, 7, 5, 4840709.186, -313597.459, 4128592.268, 0.869, 1.307, 1.704, 2.101, 2.512, 2.950, 3.422
381611.000, 2044, 1, 9, 6, 7, 5, 4840709.208, -313597.350, 4128592.292, 0.855, 1.285, 1.676, 2.065, 2.470, 2.900, 3.365
381612.000, 2044, 1, 9, 6, 7, 5, 4840709.151, -313597.295, 4128592.225, 0.856, 1.287, 1.679, 2.069, 2.474, 2.905, 3.370
381613.000, 2044, 1, 9, 6, 7, 5, 4840709.262, -313597.318, 4128592.292, 0.837, 1.257, 1.640, 2.021, 2.417, 2.839, 3.293
381614.000, 2044, 1, 9, 6, 7, 5, 4840709.306, -313597.347, 4128592.355, 0.808, 1.215, 1.584, 1.953, 2.335, 2.742, 3.181
381615.000, 2044, 1, 9, 6, 7, 5, 4840709.347, -313597.356, 4128592.354, 0.819, 1.230, 1.605, 1.978, 2.366, 2.778, 3.222
381616.000, 2044, 1, 9, 6, 7, 5, 4840709.208, -313597.228, 4128592.171, 0.851, 1.279, 1.668, 2.056, 2.458, 2.887, 3.349
381617.000, 2044, 1, 9, 6, 7, 5, 4840709.154, -313597.144, 4128592.181, 0.865, 1.301, 1.697, 2.091, 2.501, 2.937, 3.407
381618.000, 2044, 1, 9, 6, 7, 5, 4840709.134, -313597.130, 4128592.226, 0.865, 1.300, 1.695, 2.089, 2.499, 2.934, 3.404
381619.000, 2044, 1, 9, 6, 7, 5, 4840709.065, -313597.126, 4128592.228, 0.904, 1.359, 1.773, 2.185, 2.613, 3.068, 3.559
381620.000, 2044, 1, 9, 6, 7, 5, 4840709.089, -313597.117, 4128592.239, 0.894, 1.344, 1.753, 2.161, 2.584, 3.034, 3.519
381621.000, 2044, 1, 9, 6, 7, 5, 4840709.116, -313597.171, 4128592.346, 0.848, 1.275, 1.663, 2.050, 2.452, 2.879, 3.340
381622.000, 2044, 1, 9, 6, 7, 5, 4840709.283, -313597.242, 4128592.580, 0.863, 1.297, 1.692, 2.085, 2.494, 2.928, 3.397
381623.000, 2044, 1, 9, 6, 7, 5, 4840709.343, -313597.287, 4128592.679, 0.831, 1.249, 1.629, 2.008, 2.401, 2.820, 3.271
381624.000, 2044, 1, 9, 6, 7, 5, 4840709.353, -313597.285, 4128592.716, 0.817, 1.228, 1.602, 1.974, 2.361, 2.772, 3.216
381625.000, 2044, 1, 9, 6, 7, 5, 4840709.317, -313597.204, 4128592.807, 0.819, 1.231, 1.606, 1.979, 2.367, 2.779, 3.224
381626.000, 2044, 1, 9, 6, 7, 5, 4840709.363, -313597.174, 4128592.862, 0.796, 1.197, 1.561, 1.924, 2.301, 2.702, 3.134
381627.000, 2044, 1, 9, 6, 7, 5, 4840709.303, -313597.290, 4128592.791, 0.783, 1.177, 1.535, 1.893, 2.263, 2.657, 3.083
381628.000, 2044, 1, 9, 6, 7, 5, 4840709.421, -313597.261, 4128592.893, 0.798, 1.199, 1.564, 1.928, 2.305, 2.707, 3.140
381629.000, 2044, 1, 9, 6, 7, 5, 4840709.401, -313597.303, 4128592.858, 0.757, 1.138, 1.485, 1.830, 2.189, 2.570, 2.981
381630.000, 2044, 1, 9, 6, 7, 5, 4840709.331, -313597.375, 4128592.763, 0.741, 1.113, 1.452, 1.790, 2.141, 2.514, 2.916
381631.000, 2044, 1, 9, 6, 7, 5, 4840709.291, -313597.302, 4128592.768, 0.742, 1.116, 1.455, 1.794, 2.145, 2.519, 2.922
381632.000, 2044, 1, 9, 6, 7, 5, 4840709.265, -313597.335, 4128592.761, 0.730, 1.097, 1.430, 1.763, 2.108, 2.475, 2.872
381633.000, 2044, 1, 9, 6, 7, 5, 4840709.185, -313597.283, 4128592.727, 0.712, 1.071, 1.397, 1.722, 2.059, 2.417, 2.804
381634.000, 2044, 1, 9, 6, 7, 5, 4840709.192, -313597.197, 4128592.759, 0.698, 1.049, 1.369, 1.687, 2.017, 2.369, 2.748
381635.000, 2044, 1, 9, 6, 7, 5, 4840708.972, -313597.217, 4128592.721, 0.708, 1.064, 1.388, 1.711, 2.046, 2.402, 2.787
381636.000, 2044, 1, 9, 6, 7, 5, 4840708.779, -313597.203, 4128592.645, 0.710, 1.068, 1.393, 1.717, 2.053, 2.411, 2.797
381637.000, 2044, 1, 9, 6, 7, 5, 4840708.755, -313597.319, 4128592.602, 0.738, 1.109, 1.447, 1.783, 2.132, 2.504, 2.904
381638.000, 2044, 1, 9, 6, 7, 5, 4840708.747, -313597.284, 4128592.602, 0.737, 1.107, 1.444, 1.780, 2.129, 2.499, 2.899
381639.000, 2044, 1, 9, 6, 7, 5, 4840708.844, -313597.269, 4128592.640, 0.743, 1.117, 1.457, 1.796, 2.147, 2.521, 2.925
381640.000, 2044, 1, 9, 6, 7, 5, 4840708.932, -313597.244, 4128592.714, 0.771, 1.159, 1.511, 1.863, 2.228, 2.616, 3.035
381641.000, 2044, 1, 9, 6, 7, 5, 4840709.041, -313597.261, 4128592.846, 0.799, 1.201, 1.566, 1.931, 2.309, 2.711, 3.145
381642.000, 2044, 1, 9, 6, 7, 5, 4840709.164, -313597.303, 4128592.800, 0.856, 1.286, 1.678, 2.068, 2.473, 2.904, 3.369
381643.000, 2044, 1, 9, 6, 7, 5, 4840709.340, -313597.245, 4128592.903, 0.917, 1.378, 1.798, 2.216, 2.650, 3.111, 3.609
381644.000, 2044, 1, 9, 6, 7, 5, 4840709.557, -313597.260, 4128592.991, 0.950, 1.428, 1.863, 2.296, 2.745, 3.224, 3.740
381645.000, 2044, 1, 9, 6, 7, 5, 4840709.630, -313597.196, 4128592.941, 0.950, 1.427, 1.862, 2.295, 2.745, 3.223, 3.738
381646.000, 2044, 1, 9, 6, 7, 5, 4840709.688, -313597.051, 4128592.831, 0.943, 1.418, 1.849, 2.279, 2.726, 3.201, 3.713
381647.000, 2044, 1, 9, 6, 7, 5, 4840709.564, -313596.991, 4128592.733, 0.900, 1.353, 1.765, 2.175, 2.601, 3.055, 3.544
381648.000, 2044, 1, 9, 6, 7, 5, 4840709.485, -313597.035, 4128592.635, 0.847, 1.273, 1.660, 2.046, 2.447, 2.873, 3.333
381649.000, 2044, 1, 9, 6, 7, 5, 4840709.449, -313597.079, 4128592.602, 0.801, 1.203, 1.570, 1.935, 2.314, 2.717, 3.152
381650.000, 2044, 1, 9, 6, 7, 5, 4840709.256, -313597.077, 4128592.513, 0.796, 1.196, 1.561, 1.923, 2.300, 2.701, 3.133
381651.000, 2044, 1, 9, 6, 7, 5, 4840709.186, -313597.132, 4128592.405, 0.800, 1.203, 1.569, 1.934, 2.313, 2.715, 3.150
381652.000, 2044, 1, 9, 6, 7, 5, 4840709.120, -313597.121, 4128592.362, 0.816, 1.226, 1.599, 1.971, 2.357, 2.767, 3.210
381653.000, 2044, 1, 9, 6, 7, 5, 4840709.176, -313597.083, 4128592.366, 0.838, 1.259, 1.642, 2.024, 2.420, 2.842, 3.297
381654.000, 2044, 1, 9, 6, 7, 5, 4840709.204, -313597.039, 4128592.338, 0.855, 1.285, 1.676, 2.065, 2.470, 2.900, 3.364
381655.000, 2044, 1, 9, 6, 7, 5, 4840709.180, -313597.003, 4128592.286, 0.879, 1.321, 1.723, 2.124, 2.540, 2.983, 3.460
381656.000, 2044, 1, 9, 6, 7, 5, 4840709.209, -313597.074, 4128592.405, 0.883, 1.327, 1.731, 2.133, 2.551, 2.995, 3.474
381657.000, 2044, 1, 9, 6, 7, 5, 4840709.332, -313597.176, 4128592.497, 0.923, 1.388, 1.810, 2.231, 2.668, 3.133, 3.635
381658.000, 2044, 1, 9, 6, 7, 5, 4840709.314, -313597.136, 4128592.489, 0.947, 1.423, 1.857, 2.289, 2.737, 3.214, 3.728
381659.000, 2044, 1, 9, 6, 7, 5, 4840709.296, -313597.164, 4128592.471, 0.940, 1.412, 1.842, 2.270, 2.715, 3.188, 3.698
381660.000, 2044, 1, 9, 6, 7, 5, 4840709.446, -313597.232, 4128592.535, 0.951, 1.430, 1.865, 2.299, 2.750, 3.228, 3.745
381661.000, 2044, 1, 9, 6, 7, 5, 4840709.453, -313597.260, 4128592.528, 0.906, 1.362, 1.776, 2.189, 2.618, 3.074, 3.566
